token	freq_train	freq_val	freq_test	freq_all
sapu	32	4	0	36
renyah	32	9	0	41
hang	32	4	2	38
asia	32	3	6	41
kasihan	32	7	0	39
tebal	32	2	0	34
ah	32	3	5	40
terhadap	32	5	0	37
cheese	31	1	0	32
mendoan	31	2	1	34
yakin	31	2	2	35
kocok	31	3	0	34
sekolah	31	2	0	33
dikarenakan	31	0	1	32
menyantap	31	6	0	37
kasus	31	2	0	33
rendang	31	1	2	34
ribuan	31	4	1	36
rombongan	31	4	1	36
sekalian	31	5	1	37
beraneka	31	3	0	34
bekerja	31	2	0	33
java	31	2	0	33
memutuskan	31	1	0	32
aceh	31	1	0	32
mengantre	31	1	0	32
sedih	31	4	2	37
dilengkapi	30	3	0	33
berharap	30	3	2	35
gelap	30	3	0	33
not	30	3	0	33
pasteur	30	3	1	34
bintang	30	6	5	41
memberi	30	5	6	41
sumpah	30	2	9	41
burung	30	8	1	39
proses	30	4	10	44
dimasak	30	7	0	37
paris	30	2	0	32
segera	30	8	4	42
silakan	30	4	4	38
durian	30	6	1	37
info	30	0	2	32
bertemu	30	4	1	35
terenak	30	3	2	35
cerita	30	0	4	34
pengiriman	30	2	4	36
batu	30	2	1	33
berkesan	30	4	0	34
rugi	30	1	0	31
spot	30	2	0	32
menu-menu	30	5	0	35
menggugah	30	4	0	34
buku	30	3	1	34
lambat	30	3	2	35
no	30	1	1	32
minyak	29	2	1	32
2014	29	4	1	34
pihak	29	4	6	39
karedok	29	9	0	38
gang	29	2	0	31
fadli	29	2	0	31
berdiri	29	3	0	32
seharusnya	29	5	0	34
topping	29	1	0	30
maju	29	2	4	35
lidi	29	4	0	33
tema	29	2	2	33
janji	29	4	2	35
cemburu	29	3	0	32
baju	29	2	7	38
12	29	7	1	37
haha	29	3	1	33
teras	29	0	0	29
wine	29	4	0	33
diskon	29	3	6	38
restaurant	29	10	0	39
komplit	29	3	0	32
tiga	29	4	5	38
memasuki	29	2	0	31
baca	29	5	4	38
paskal	29	7	0	36
berlama-lama	29	4	0	33
mcd	29	5	1	35
pegunungan	29	2	0	31
van	28	2	0	30
hambar	28	2	0	30
tulang	28	3	0	31
pencitraan	28	4	1	33
rawit	28	4	0	32
wakil	28	3	4	35
inilah	28	2	0	30
babat	28	4	0	32
tersendiri	28	2	0	30
gerai	28	1	1	30
era	28	4	2	34
setuju	28	3	1	32
tekstur	28	3	0	31
merdeka	28	6	0	34
kalangan	28	0	0	28
bangsat	28	9	0	37
membayar	28	1	2	31
tukang	28	1	3	32
driver	28	0	2	30
prasmanan	28	5	0	33
dilihat	28	3	0	31
perumahan	28	3	0	31
jarak	28	1	0	29
hati-hati	28	1	0	29
ri	28	2	4	34
berjalan	28	7	2	37
bip	28	4	0	32
penjual	28	3	1	32
bodoh	28	7	3	38
potato	28	2	0	30
tingkat	28	2	1	31
rata	28	3	0	31
lho	28	5	0	33
hebat	28	0	1	29
tertarik	28	3	1	32
santap	28	0	0	28
iri	28	2	0	30
benci	27	2	4	33
saran	27	4	4	35
korea	27	4	1	32
angin	27	5	0	32
jenuh	27	1	0	28
kanan	27	5	0	32
and	27	2	0	29
mushroom	27	1	0	28
jawaban	27	3	1	31
supaya	27	6	2	35
china	27	2	1	30
terjadi	27	5	7	39
musim	27	3	1	31
desa	27	4	1	32
tanya	27	1	4	32
by	27	2	4	33
kaleng	27	5	0	32
diajak	27	8	2	37
mengajak	27	0	3	30
yummy	27	3	0	30
motor	27	2	0	29
menghadap	27	2	0	29
melelahkan	27	6	1	34
kaldu	27	4	0	31
2015	27	2	0	29
seni	27	5	1	33
spaghetti	27	2	0	29
dimsum	27	5	0	32
keramaian	27	3	0	30
jengkol	26	3	0	29
brownies	26	0	0	26
pepohonan	26	5	0	31
sukajadi	26	1	0	27
tertentu	26	2	1	29
dikatakan	26	1	0	27
sofa	26	2	0	28
kak	26	2	6	34
keindahan	26	1	0	27
dibakar	26	6	0	32
camilan	26	4	0	30
miskin	26	1	2	29
pemilik	26	3	1	30
contoh	26	3	1	30
rekomendasikan	26	5	1	32
kekurangan	26	3	1	30
itulah	26	0	1	27
chocolate	26	1	0	27
berfoto	26	1	0	27
ajak	26	2	1	29
sepanjang	26	2	0	28
mangkok	26	4	0	30
tuhan	26	5	1	32
kesukaan	26	1	0	27
lontong	26	7	0	33
amp	26	6	0	32
kotak	26	5	0	31
senin	26	3	2	31
voucher	26	2	1	29
pancake	26	8	0	34
kaget	26	4	0	30
sukses	26	5	4	35
online	26	3	5	34
jualan	26	1	2	29
musala	26	3	0	29
gunung	26	2	1	29
pengecut	26	0	1	27
wanita	26	2	0	28
sopan	26	0	3	29
memanjakan	26	2	1	29
mengerjakan	26	4	0	30
pilpres	26	3	2	31
kiosk	25	0	0	25
dibuka	25	1	1	27
tenggelamkan	25	1	0	26
kompleks	25	2	0	27
dosen	25	3	1	29
jauh-jauh	25	0	0	25
becus	25	1	0	26
penyuka	25	2	0	27
wajar	25	4	1	30
busuk	25	1	1	27
sepuas	25	2	0	27
transaksi	25	3	5	33
ditanya	25	4	4	33
special	25	3	0	28
halaman	25	7	0	32
biasa-biasa	25	0	0	25
setia	25	0	1	26
upnormal	25	3	1	29
bahaya	25	1	1	27
bantu	25	3	1	29
terong	25	9	0	34
jalur	25	0	0	25
persis	25	3	0	28
melulu	25	3	0	28
bus	24	1	1	26
kapal	24	0	0	24
petugas	24	1	2	27
mesti	24	6	0	30
suasa	24	1	0	25
megawati	24	4	0	28
kencang	24	2	2	28
puluhan	24	0	1	25
nusantara	24	3	0	27
bahasa	24	2	1	27
kemari	24	1	0	25
juice	24	3	1	28
sekaligus	24	1	0	25
menjaga	24	1	2	27
dikit	24	5	0	29
apa-apa	24	1	5	30
legendaris	24	3	0	27
kapan	24	2	1	27
komplet	24	4	1	29
kini	24	1	1	26
foodcourt	24	3	0	27
dicampur	24	5	0	29
dompet	24	1	0	25
kerupuk	24	5	0	29
xiaomi	24	1	15	40
kafir	24	1	1	26
bebas	24	7	1	32
chinese	24	1	0	25
cuanki	24	6	0	30
singapore	24	4	0	28
dki	24	3	2	29
cobalah	24	7	0	31
box	24	3	0	27
poin	24	5	2	31
dapatkan	24	4	1	29
sembari	24	0	0	24
terbayar	24	4	0	28
demiz	24	2	0	26
sosis	24	3	0	27
zon	24	2	0	26
bunga	24	4	1	29
mengenai	23	1	2	26
membenci	23	5	1	29
bir	23	0	0	23
baso	23	1	0	24
kebaikan	23	4	1	28
lingkungan	23	5	2	30
hahaha	23	7	0	30
but	23	0	1	24
selanjutnya	23	2	1	26
tv	23	1	3	27
lumayanlah	23	4	0	27
ingat	23	3	2	28
genggam	23	1	4	28
maling	23	4	0	27
kirim	23	3	8	34
pegawai	23	3	0	26
sigap	23	0	0	23
2017	23	2	2	27
ribet	23	3	2	28
walk	23	0	0	23
jogja	23	2	0	25
berapa	23	4	4	31
pandan	23	1	0	24
perempuan	23	0	2	25
kaca	23	2	0	25
original	23	0	0	23
medium	23	0	0	23
rapat	23	3	0	26
25	23	1	0	24
lemon	23	1	0	24
riri	23	9	0	32
poko	23	1	0	24
la	23	1	1	25
lounge	23	1	0	24
rempah	23	4	2	29
tiba-tiba	23	2	0	25
itb	23	3	1	27
terang	23	2	0	25
berbelanja	23	0	0	23
serba	23	2	0	25
kelebihan	23	2	2	27
badan	23	1	1	25
kikil	23	3	0	26
disebut	23	2	0	25
duit	23	2	3	28
bangku	23	0	0	23
madu	23	1	0	24
berita	23	2	0	25
informasi	23	4	10	37
semacam	23	3	0	26
saking	22	3	1	26
bodo	22	4	0	26
nikmati	22	5	0	27
grab	22	3	0	25
sejauh	22	0	0	22
harapan	22	0	2	24
penginapan	22	2	1	25
mengatakan	22	3	0	25
pribumi	22	2	0	24
lebaran	22	0	0	22
dana	22	1	16	39
jempol	22	2	1	25
usaha	22	1	0	23
kereta	22	4	3	29
40	22	2	1	25
ulasan	22	6	1	29
hti	22	3	0	25
free	22	1	1	24
isu	22	5	1	28
jagung	22	2	0	24
grup	22	3	0	25
sombong	22	1	0	23
fahri	22	2	0	24
gini	22	5	3	30
menggoda	22	2	0	24
justru	22	2	1	25
kacau	22	1	1	24
lembah	22	4	0	26
kremes	22	4	0	26
kredit	22	5	5	32
campuran	22	4	0	26
sebab	22	1	0	23
11	22	4	0	26
dilayani	22	1	0	23
kinerja	22	2	1	25
ramah-ramah	22	4	2	28
rela	22	1	2	25
sementara	22	2	0	24
bertanya	22	0	1	23
bukalapak	22	3	0	25
belajar	22	4	3	29
diperbaiki	22	2	1	25
bunuh	21	1	0	22
fitnah	21	3	0	24
sauce	21	3	0	24
tampilan	21	3	0	24
koalisi	21	2	0	23
berbentuk	21	4	0	25
lelah	21	2	0	23
tawar	21	1	0	22
musnahkan	21	3	0	24
cordon	21	1	0	22
latte	21	1	0	22
sajikan	21	3	0	24
pan	21	2	0	23
munafik	21	0	0	21
lomie	21	4	0	25
tidur	21	2	3	26
daya	21	1	0	22
menyebalkan	21	1	4	26
agus	21	3	0	24
sibuk	21	0	2	23
menemani	21	3	1	25
course	21	0	0	21
seenak	21	0	2	23
medan	21	3	0	24
kamera	21	6	7	34
kaum	21	1	0	22
juta	21	2	5	28
otentik	21	2	0	23
dapur	21	1	0	22
iblis	21	5	0	26
berisi	21	1	1	23
bungkus	21	7	3	31
tersembunyi	21	1	0	22
m	21	2	0	23
renang	21	3	4	28
istirahat	21	1	1	23
hindu	21	1	0	22
kartika	21	0	0	21
standart	21	3	0	24
asem	21	2	0	23
solo	21	5	0	26
Jakarta	21	2	0	23
berlebihan	21	1	3	25
id	21	3	7	31
semangat	21	2	2	25
basah	21	5	0	26
lilin	21	2	0	23
pembayaran	21	4	12	37
bekasi	21	1	0	22
triliun	21	0	1	22
asap	21	3	0	24
diterima	21	1	2	24
telkom	20	0	0	20
menerima	20	3	3	26
mangga	20	4	3	27
hancur	20	5	0	25
jujur	20	3	1	24
ceker	20	1	0	21
binatang	20	3	0	23
perahu	20	3	1	24
..	20	6	1	27
aliran	20	0	0	20
sangatlah	20	1	0	21
kenyal	20	4	0	24
berikut	20	1	0	21
demokrasi	20	1	1	22
buang	20	2	1	23
data	20	2	6	28
pemerintahan	20	7	2	29
kelaparan	20	4	1	25
giggle	20	2	0	22
bogor	20	0	11	31
saudara	20	0	0	20
didukung	20	0	1	21
urat	20	0	0	20
bihun	20	2	0	22
tom	20	4	0	24
amis	20	3	0	23
biadab	20	2	0	22
h	20	4	4	28
pajak	20	0	2	22
muak	20	1	0	21
sekelas	20	5	0	25
mengapa	20	2	2	24
langganan	20	3	0	23
ikutan	20	2	0	22
dalem	20	1	2	23
ormas	20	6	0	26
arti	20	2	0	22
kari	20	3	1	24
anti	20	2	1	23
2016	20	5	1	26
irisan	20	2	0	22
sewaktu	20	0	0	20
akun	20	4	5	29
hainan	20	2	0	22
surabi	20	3	0	23
kehabisan	20	1	0	21
oncom	20	2	0	22
italia	20	0	0	20
restauran	20	3	0	23
indonesian	20	1	0	21
tuna	20	2	0	22
datanglah	20	2	0	22
bukti	20	9	11	40
perpaduan	19	1	0	20
mainan	19	0	1	20
raja	19	1	1	21
terjaga	19	5	0	24
penyet	19	0	0	19
ragu	19	0	1	20
lakukan	19	2	2	23
singgah	19	2	0	21
membela	19	0	0	19
ekspektasi	19	1	2	22
bule	19	0	0	19
capek	19	1	0	20
cuci	19	2	1	22
bbm	19	2	0	21
bar	19	1	0	20
barbeque	19	0	0	19
karya	19	4	4	27
pesta	19	1	0	20
cobain	19	1	0	20
kecuali	19	3	0	22
sosial	19	7	3	29
standard	19	6	0	25
galeri	19	4	0	23
perhatian	19	1	0	20
salut	19	2	7	28
seharian	19	1	1	21
nasional	19	3	3	25
room	19	0	0	19
berkelas	19	2	0	21
bacot	19	0	0	19
adik	19	1	0	20
lawang	19	0	0	19
bahagia	19	3	0	22
sierra	19	2	0	21
hut	19	0	1	20
dicapai	19	1	1	21
bumi	19	2	0	21
tangga	19	1	0	20
cahaya	19	6	0	25
biji	19	0	0	19
jijik	19	0	1	20
selatan	19	1	0	20
merekomendasikan	19	5	0	24
bancakan	19	3	0	22
wilayah	19	3	1	23
bangkit	19	1	2	22
besok	19	3	2	24
sarankan	19	3	0	22
bola	19	0	6	25
halo	19	4	0	23
gulai	19	2	0	21
tampak	19	1	0	20
milik	19	0	0	19
rice	19	4	0	23
studio	19	0	1	20
gambar	19	2	0	21
mengingat	19	0	0	19
saling	19	1	1	21
rada	19	2	0	21
garang	19	3	0	22
mari	19	4	0	23
terminal	19	4	1	24
memasak	19	1	0	20
perjuangan	18	0	0	18
tumis	18	3	0	21
urusan	18	0	2	20
percuma	18	3	3	24
sandi	18	0	7	25
menguras	18	0	0	18
antar	18	5	1	24
guna	18	0	0	18
periode	18	2	2	22
betutu	18	0	0	18
serabi	18	2	0	20
mencapai	18	1	0	19
wisatawan	18	1	1	20
all	18	3	0	21
kenal	18	0	1	19
art	18	2	0	20
positif	18	2	1	21
burangrang	18	5	0	23
hits	18	1	0	19
keadaan	18	1	1	20
spicy	18	1	0	19
yuk	18	1	0	19
arisan	18	2	0	20
90	18	1	2	21
80	18	0	0	18
berbau	18	2	0	20
alat	18	1	4	23
paham	18	1	4	23
doyan	18	2	0	20
ujung	18	1	0	19
milih	18	0	6	24
kepemimpinan	18	5	1	24
pt	18	3	3	24
email	18	0	18	36
lalat	18	1	0	19
rendah	18	2	1	21
beserta	18	1	0	19
rindang	18	3	0	21
bek	18	3	0	21
della	18	1	0	19
sahabat	18	7	1	26
ide	18	1	2	21
worth	18	4	0	22
suatu	18	3	1	22
kongkow	18	2	0	20
bubarkan	18	3	1	22
pembangunan	18	1	2	21
marah-marah	18	3	0	21
he	18	0	1	19
sehabis	18	1	0	19
gazebo	18	2	0	20
mandi	18	2	1	21
my	18	1	1	20
jasa	18	2	0	20
dibeli	18	3	0	21
bergaya	18	5	0	23
gara	18	0	0	18
gus	18	3	0	21
surga	18	3	1	22
apik	18	4	0	22
empal	17	0	0	17
progo	17	2	0	19
konsisten	17	0	1	18
maksimal	17	2	1	20
mendengar	17	2	1	20
tipe	17	0	1	18
dinding	17	2	0	19
congo	17	1	0	18
pacaran	17	0	0	17
pembuka	17	6	0	23
sudirman	17	0	1	18
lengko	17	0	0	17
bekas	17	1	0	18
pemesanan	17	10	7	34
one	17	2	0	19
waitress	17	0	0	17
dikenal	17	1	0	18
kelihatan	17	3	2	22
cebong	17	0	1	18
usus	17	5	0	22
bermacam	17	1	0	18
view	17	2	0	19
merek	17	0	4	21
setan	17	4	0	21
gb	17	0	0	17
tepi	17	1	0	18
diam	17	0	0	17
menakjubkan	17	2	0	19
berisik	17	2	0	19
thai	17	1	1	19
terkadang	17	4	0	21
kerasa	17	2	0	19
kira	17	1	1	19
bang	17	4	1	22
bernuansa	17	4	0	21
nu	17	3	0	20
tergantung	17	3	0	20
facewithtearsofjoy	17	0	0	17
on	17	1	2	20
mengurus	17	1	1	19
belok	17	2	0	19
jumat	17	2	0	19
sikap	17	3	1	21
terbuat	17	2	0	19
diragukan	17	2	1	20
diminta	17	0	2	19
men	17	0	1	18
of	17	3	1	21
tebing	17	1	0	18
alhamdulillah	17	2	2	21
uduk	17	1	0	18
sinilah	17	1	0	18
arab	17	1	0	18
instagram	17	1	1	19
kombinasi	17	1	0	18
konsumen	17	0	1	18
lapor	17	4	1	22
berwarna	17	1	0	18
memanggil	17	2	0	19
kelapa	17	2	1	20
nonton	17	2	2	21
review	17	1	0	18
wagyu	17	0	0	17
bertanggung	17	0	2	19
respon	17	1	10	28
sara	17	2	0	19
sebetulnya	17	5	0	22
ketempat	17	1	0	18
ria	17	1	0	18
kelakuan	17	1	0	18
asing	17	2	0	19
bakut	17	2	0	19
giliran	17	0	1	18
tong	17	2	0	19
komplain	17	2	7	26
kekinian	17	1	0	18
hanamasa	16	1	0	17
menghina	16	0	0	16
patung	16	2	0	18
gula	16	2	0	18
km	16	3	0	19
bistro	16	2	0	18
berlibur	16	3	0	19
baked	16	2	0	18
pop	16	3	4	23
sadar	16	0	2	18
setiabudhi	16	1	0	17
impor	16	2	0	18
balkon	16	0	0	16
mengaku	16	2	0	18
over	16	1	0	17
as	16	0	0	16
asian	16	3	9	28
dibayar	16	0	5	21
dikirim	16	3	5	24
tersaji	16	3	0	19
tomat	16	1	0	17
tawarkan	16	2	1	19
resmi	16	1	2	19
tiram	16	0	0	16
video	16	5	0	21
sms	16	2	1	19
net	16	4	0	20
kol	16	3	0	19
semalam	16	2	2	20
factory	16	0	0	16
mentega	16	0	0	16
perempatan	16	3	0	19
cagub	16	0	0	16
dibungkus	16	4	0	20
penampilan	16	1	0	17
dengar	16	1	1	18
ramai-ramai	16	2	1	19
kapok	16	3	0	19
apple	16	0	4	20
legenda	16	0	0	16
atmosfir	16	1	0	17
lumpia	16	2	0	18
kekuasaan	16	1	2	19
sum	16	3	0	19
seng	16	6	0	22
bermacam-macam	16	2	0	18
bajingan	16	2	0	18
beri	16	2	0	18
diganti	16	2	1	19
tercinta	16	1	0	17
ui	16	2	0	18
nyata	16	6	1	23
mengganti	16	4	0	20
jumbo	16	0	0	16
cendol	16	1	0	17
disantap	16	1	0	17
uno	16	1	3	20
berminyak	16	1	0	17
murahan	16	1	1	18
penikmat	16	1	0	17
gopay	16	3	0	19
kue-kue	16	2	0	18
mengusung	16	0	0	16
peralatan	16	2	0	18
desember	16	1	0	17
listrik	16	1	0	17
bakmie	16	1	0	17
gimana	16	1	2	19
mampu	16	4	2	22
kwetiau	16	2	0	18
perkedel	16	6	0	22
mengetahui	16	1	0	17
sandiaga	16	1	1	18
ikhlas	16	4	0	20
me	15	1	0	16
mei	15	2	1	18
kecepatan	15	1	0	16
service	15	3	0	18
kerjaan	15	2	4	21
gelar	15	0	1	16
diambil	15	2	2	19
sersan	15	0	0	15
jatim	15	1	0	16
uu	15	0	0	15
jaket	15	1	0	16
barang-barang	15	2	2	19
kebon	15	2	0	17
rizieq	15	4	1	20
matahari	15	0	1	16
rokok	15	6	0	21
kelompok	15	4	0	19
membosankan	15	0	0	15
festival	15	4	3	22
shabu	15	0	0	15
enaklah	15	0	0	15
dipadu	15	3	0	18
puyuh	15	4	0	19
siapapun	15	1	1	17
melepas	15	4	0	19
ditingkatkan	15	1	0	16
jaman	15	5	0	20
ronde	15	2	0	17
e	15	1	9	25
kebagian	15	7	0	22
demikian	15	3	0	18
b	15	0	1	16
terasi	15	0	0	15
pkb	15	3	0	18
simpel	15	0	2	17
paru	15	2	0	17
menawan	15	4	0	19
bone	15	0	0	15
mini	15	3	0	18
kreatif	15	5	1	21
siap-siap	15	3	0	18
minus	15	1	0	16
pelajar	15	0	0	15
delicious	15	0	0	15
disuruh	15	1	4	20
kubu	15	0	0	15
traveloka	15	3	9	27
alot	15	1	0	16
didapat	15	3	2	20
laut	15	0	3	18
pasir	15	3	0	18
suharti	15	1	0	16
milkshake	15	1	0	16
mengalir	15	2	0	17
bajuri	15	0	0	15
bravo	15	1	2	18
x	15	2	2	19
lada	15	3	0	18
carbonara	15	0	0	15
petik	15	0	0	15
perbaikan	15	3	0	18
versi	15	1	1	17
sport	15	0	1	16
demo	15	4	0	19
ampun	15	2	1	18
tarif	15	1	2	18
miliar	15	1	0	16
bin	15	1	0	16
at	15	1	0	16
semi	15	2	0	17
bertahan	15	2	0	17
rawon	15	2	0	17
tersebar	15	1	0	16
kenyamanan	15	4	3	22
pastikan	15	0	0	15
cekatan	15	2	0	17
natural	15	2	0	17
penakut	15	1	0	16
sudut	15	2	0	17
terawat	15	0	0	15
double	15	1	0	16
ditutup	15	1	1	17
hmm	15	0	1	16
telat	15	0	0	15
juicy	15	2	0	17
oreo	15	1	1	17
ketum	15	1	0	16
ajaran	15	3	0	18
dim	15	3	0	18
kejaksaan	15	0	0	15
sekian	15	0	0	15
kesempatan	15	2	1	18
lama-lama	15	2	0	17
berhubung	15	1	0	16
cupu	15	4	2	21
betul	15	1	1	17
set	15	1	0	16
gorengan	14	0	0	14
bernama	14	2	0	16
tertata	14	3	0	17
total	14	1	1	16
square	14	4	1	19
instan	14	2	0	16
kolonial	14	0	0	14
pondok	14	1	0	15
negatif	14	0	1	15
ketiga	14	4	3	21
17	14	0	1	15
banjir	14	0	1	15
pedagang	14	1	0	15
raos	14	2	0	16
bolu	14	0	0	14
menghilangkan	14	2	1	17
masjid	14	1	2	17
layar	14	3	3	20
didapatkan	14	1	0	15
ribs	14	0	0	14
hejo	14	3	0	17
damai	14	1	1	16
bersaing	14	0	0	14
mengganggu	14	1	1	16
diah	14	3	0	17
ijo	14	2	0	16
perbedaan	14	0	2	16
sea	14	2	0	16
diusung	14	1	0	15
menyatu	14	1	0	15
haram	14	1	0	15
lawan	14	2	2	18
kucing	14	4	0	18
koruptor	14	2	0	16
yam	14	2	0	16
gejrot	14	1	0	15
refill	14	0	0	14
status	14	0	4	18
ampela	14	1	0	15
hobi	14	1	0	15
...	14	2	2	18
ditemui	14	2	0	16
jam-jam	14	0	0	14
perbukitan	14	0	0	14
menunjukkan	14	0	0	14
terbayarkan	14	1	0	15
dimalam	14	0	0	14
jabar	14	0	0	14
pejabat	14	0	1	15
internasional	14	1	0	15
menanyakan	14	2	0	16
keputusan	14	2	2	18
ekor	14	3	0	17
200	14	3	3	20
prestasi	14	0	0	14
kenyataan	14	0	2	16
was	14	0	0	14
juanda	14	3	0	17
minim	14	0	0	14
peduli	14	0	1	15
berhenti	14	1	0	15
samsung	14	1	18	33
pro	14	4	3	21
bolehlah	14	2	0	16
gemericik	14	3	0	17
iklan	14	2	4	20
mafia	14	3	0	17
twitter	14	2	0	16
berkesempatan	14	0	0	14
cafe	14	3	0	17
sama-sama	14	2	0	16
muncul	14	0	2	16
bakalan	14	2	0	16
hotplate	14	0	0	14
said	14	1	0	15
amin	14	1	4	19
memimpin	14	0	0	14
kebijakan	14	1	2	17
open	14	2	1	17
pemain	14	1	7	22
baiknya	14	2	3	19
kala	14	2	0	16
mencuri	14	3	0	17
antik	14	3	0	17
menanjak	14	0	0	14
kampungan	14	1	0	15
mengerti	14	1	3	18
mengisi	14	1	1	16
serius	14	1	1	16
seporsi	14	1	0	15
khawatir	14	4	1	19
penat	14	3	0	17
normal	14	1	2	17
niat	14	1	3	18
betawi	14	0	0	14
januari	14	2	0	16
aksi	14	0	0	14
pendamping	14	1	0	15
bbq	14	2	0	16
maklum	14	2	0	16
staff	14	5	0	19
sarang	14	3	0	17
membaca	14	2	0	16
abang	14	2	1	17
coffee	14	3	0	17
garam	14	0	0	14
sebut	14	0	0	14
kaliki	14	2	0	16
dipenuhi	14	3	0	17
prima	14	1	2	17
crispy	14	0	0	14
turis	13	1	0	14
segitu	13	3	0	16
japanese	13	0	0	13
keunikan	13	4	0	17
diiringi	13	4	0	17
berarti	13	2	1	16
cost	13	4	0	17
angkot	13	1	0	14
fakta	13	1	0	14
sekeliling	13	2	0	15
kelezatan	13	0	0	13
nenek	13	4	0	17
seharga	13	1	0	14
rupanya	13	0	0	13
reuni	13	0	0	13
bernostalgia	13	1	0	14
deras	13	1	0	14
madtari	13	1	0	14
admin	13	1	0	14
rezim	13	1	0	14
bubar	13	0	0	13
inginkan	13	2	0	15
sejenak	13	1	0	14
diwaspadai	13	0	1	14
hadori	13	0	0	13
pecat	13	0	0	13
pa	13	0	0	13
resi	13	2	0	15
serentak	13	1	0	14
berangkat	13	1	0	14
waffle	13	1	0	14
jembatan	13	2	0	15
pengguna	13	2	6	21
lepas	13	0	1	14
pancasila	13	4	3	20
domba	13	0	0	13
perasaan	13	4	0	17
satu-satunya	13	0	0	13
tokoh	13	2	2	17
inti	13	0	1	14
yakni	13	1	1	15
ketahuan	13	0	0	13
time	13	0	1	14
sewa	13	1	0	14
sapo	13	0	0	13
membuka	13	2	0	15
ornamen	13	0	0	13
pernikahan	13	0	0	13
garut	13	0	0	13
datangi	13	1	0	14
juragan	13	1	0	14
tebu	13	2	0	15
ngomong	13	3	2	18
tadinya	13	3	2	18
nomer	13	3	2	18
pauk	13	2	0	15
premium	13	2	1	16
dukungan	13	3	1	17
momen	13	2	0	15
pemilih	13	2	0	15
emosi	13	2	1	16
lalap	13	0	0	13
cipaganti	13	1	0	14
bantuan	13	0	1	14
kumuh	13	1	0	14
habib	13	2	1	16
usung	13	4	0	17
zupa	13	0	0	13
suku	13	0	1	14
dibiarkan	13	1	3	17
berkonsep	13	2	0	15
markotop	13	2	0	15
hadir	13	0	4	17
facebook	13	0	0	13
tanggap	13	0	1	14
terhormat	13	3	2	18
bervariatif	13	0	0	13
45	13	0	0	13
besar-besar	13	3	0	16
hyper	13	3	0	16
dibantu	13	2	0	15
gudeg	13	1	0	14
2x	13	0	3	16
muhammad	13	1	0	14
60	13	0	0	13
dekor	13	2	0	15
chef	13	2	1	16
rindu	13	3	0	16
memenuhi	13	2	0	15
jaya	13	1	0	14
hubungan	13	1	1	15
berbagi	13	3	1	17
polri	13	2	0	15
tahan	13	4	1	18
generasi	13	0	0	13
nyamuk	13	3	0	16
sumatera	13	2	2	17
kejutan	13	1	0	14
sebentar	13	5	1	19
kematangan	13	2	0	15
restoran-restoran	13	0	0	13
kira-kira	12	2	0	14
memetik	12	2	0	14
tipu	12	0	2	14
peristiwa	12	1	0	13
mikir	12	2	1	15
beruntung	12	5	1	18
teringat	12	1	0	13
pengin	12	2	1	15
pertandingan	12	0	1	13
dedi	12	1	0	13
cake	12	2	0	14
kisaran	12	3	0	15
komisi	12	0	1	13
komunis	12	0	0	12
perbelanjaan	12	2	0	14
rekreasi	12	2	0	14
talaga	12	4	0	16
villa	12	1	0	13
jadilah	12	1	1	14
tata	12	0	2	14
=	12	1	0	13
bawal	12	1	0	13
latar	12	0	0	12
lukisan	12	0	0	12
pekerjaan	12	2	0	14
35	12	1	0	13
amanda	12	0	0	12
bersyukur	12	0	2	14
pinter	12	1	1	14
jendela	12	2	0	14
ruko	12	1	0	13
maulana	12	1	0	13
koneksi	12	2	0	14
terbukti	12	0	1	13
nge	12	4	0	16
kuno	12	2	0	14
pintar	12	1	0	13
sekitaran	12	1	0	13
stop	12	3	2	17
gule	12	2	0	14
tutug	12	1	0	13
haji	12	2	2	16
70	12	0	1	13
kabar	12	4	4	20
habiskan	12	1	0	13
kang	12	1	0	13
berwisata	12	2	0	14
dianjurkan	12	1	0	13
dataran	12	0	0	12
makanan-makanan	12	3	1	16
fine	12	2	0	14
plastik	12	2	0	14
lunak	12	0	0	12
blok	12	1	0	13
swike	12	0	0	12
sesak	12	3	0	15
rambut	12	4	0	16
kepedasan	12	2	0	14
milk	12	2	2	16
nostalgia	12	2	0	14
katakan	12	2	0	14
000	12	2	0	14
lift	12	0	0	12
balita	12	2	0	14
cerdas	12	4	3	19
terbaru	12	0	1	13
gepuk	12	2	0	14
luxury	12	3	0	15
serayu	12	0	0	12
mengalahkan	12	3	3	18
memadai	12	0	0	12
populer	12	0	1	13
presentasi	12	1	1	14
layaknya	12	3	0	15
vegetarian	12	0	0	12
permintaan	12	1	0	13
butter	12	2	0	14
jagoan	12	2	0	14
kawan	12	1	0	13
parit	12	0	0	12
lemak	12	4	0	16
lychee	12	0	0	12
tangkap	12	3	0	15
disuguhi	12	2	0	14
shake	12	3	0	15
kembang	12	0	1	13
wedang	12	1	0	13
aktivitas	12	0	0	12
tes	12	0	0	12
seminggu	12	1	0	13
panggung	12	1	1	14
dining	12	5	0	17
penerangan	12	1	0	13
peda	12	1	0	13
thailand	12	0	2	14
balok	12	1	0	13
profesional	12	5	3	20
semarang	12	1	0	13
pajajaran	12	2	0	14
cucu	12	1	0	13
rencana	12	2	1	15
tagihan	12	1	4	17
diantara	12	1	0	13
lahan	12	1	0	13
senyum	12	2	0	14
klaim	12	0	1	13
nabi	12	1	0	13
memandang	12	0	0	12
udon	12	0	0	12
